ID,Education,Experience,Position,Employment Status,Base Salary,Salary + Equity + Bonus,Currency Code,Base in USD,TTP in USD,Hourly Wage,What is your current hourly rate? ,What is the currency of your compensation? (Please use 3 letter format) ,Int't - COLI,US - COLI,Merged COLI,"Adjusted
Base USD",Adjusted TTP USD,Equity,Equity Value,USD salary - current,USD salart - last year,"What is your current annual salary in CAD before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in CAD before taxes this time last year? (Not including bonuses, stock options, or other benefits)","What is your current annual salary in EUR before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in EUR before taxes this time last year? (Not including bonuses, stock options, or other benefits)",What is your local currency?,"What is your current annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes this time last year? (Not including bonuses, stock options, or other benefits)",Will you be receiving a bonus this year?,"If all things went well and you were to receive your full bonus for this year, approximately what would the value be in {{field:7d458495-8fa9-484b-b039-e029a209442d}}? (If you aren't sure feel free to skip)",Company Type,Company Type,Industry,Industry,Team Size,Residence - Country,City of Residence,State of Residence,Residence - Undefined,Residence - Lat,Residence - Long,latlng,Residence - Undef.,Residence - Metro,Residence - Country,Office - Same City,Office - Country,Office - Undefined,Office - Lat,Office - Long,Office - LatLng,Office - Metro,Office - Country Clean,Gender,Under-represented
476,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,660000,660000,MXN,"$33,000","$33,000",FALSE,,MXN,35.18,,35.182875,"$93,796","$93,796",TRUE,19000,,,,,,,,660000,600000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,Mexico,,,,19.395712,-99.139479,"19.395712,-99.139479",,Viaducto Piedad,Mexico,TRUE,,,,,,,,Man,FALSE
478,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,95000,95000,CAD,"$74,100","$74,100",FALSE,,CAD,76.08,,76.08,"$97,397","$97,397",TRUE,0,,,95000,95000,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,FALSE
479,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,43000,43000,EUR,"$52,890","$52,890",FALSE,,EUR,84.89,,84.891625,"$62,303","$62,303",FALSE,,,,,,43000,53000,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Digital Health,Healthcare & Wellness,1,Netherlands,,,,52.362348,4.878173,"52.362348,4.878173",,Tenzing Domain,Netherlands,TRUE,,,,,,,,Woman,FALSE
480,Bachelor's Degree,Between 1 and 3 years,Product Strategist,Employed - Full time,73000,73000,CAD,"$56,940","$56,940",FALSE,,CAD,76.08,,76.08,"$74,842","$74,842",FALSE,,,,73000,67000,,,,,,FALSE,,Agency,Agency,Software,Software,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
483,Master's Degree,Less than 1 year,UX Researcher,Employed - Full time,55000,55000,CAD,"$42,900","$42,900",FALSE,,CAD,76.08,,76.08,"$56,388","$56,388",TRUE,0,,,55000,50000,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Finance,Finance & Insurance,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
487,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,84000,86100,CAD,"$65,520","$67,158",FALSE,,CAD,73.79,,73.79,"$88,793","$91,012",FALSE,,,,84000,84000,,,,,,TRUE,2100,Agency,Agency,Consulting,Professional & Business Services,2 to 4,Canada,,,,51.015705,-114.059957,"51.015705,-114.059957",,Calgary,Canada,TRUE,,,,,,,,Man,TRUE
490,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,32400000,32400000,CLP,"$45,360","$45,360",FALSE,,CLP,51.97,,51.97,"$87,281","$87,281",FALSE,,,,,,,,,32400000,22800000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Retail/Ecommerce,Retail,2 to 4,Chile,,,,-33.453463,-70.654147,"-33.453463,-70.654147",,Santiago,Chile,TRUE,,,,,,,,Nonbinary,TRUE
491,Postgraduate,Between 1 and 3 years,UX Researcher,Employed - Full time,75000,153750,CAD,"$58,500","$119,925",FALSE,,CAD,76.08,,76.08,"$76,893","$157,630",,,,,75000,3277100,,,,,,TRUE,78750,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
492,Bachelor's Degree,Between 1 and 3 years,Junior/Associate UX Researcher,Employed - Full time,35000,35000,CAD,"$27,300","$27,300",FALSE,,CAD,76.08,,76.08,"$35,883","$35,883",TRUE,10000,,,35000,30000,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Education,Education,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Man,TRUE
495,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,60000,60000,CAD,"$46,800","$46,800",FALSE,,CAD,76.08,,76.08,"$61,514","$61,514",FALSE,,,,60000,60000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Man,TRUE
498,College Diploma / Certificate,More than 10 years,Senior UX Researcher,Employed - Full time,107555,112933,CAD,"$83,893","$88,088",FALSE,,CAD,69.28,,69.28,"$121,093","$127,147",TRUE,99450,,,107555,104422,,,,,,TRUE,5378,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,15+,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Man,FALSE
501,Master's Degree,Less than 1 year,UX Researcher,Employed - Full time,57000,57000,EUR,"$70,110","$70,110",FALSE,,EUR,75.46,,75.46175,"$92,908","$92,908",FALSE,,,,,,57000,48000,,,,TRUE,,Government,Government,Public Services,Utilities & Public Services,1,Germany,,,,50.944068,6.957089,"50.944068,6.957089",,Kreisfreie Stadt Köln,Germany,TRUE,,,,,,,,Man,FALSE
502,Master's Degree,Between 1 and 3 years,Design Researcher,Employed - Full time,95000,95000,CAD,"$74,100","$74,100",FALSE,,CAD,69.28,,69.28,"$106,957","$106,957",,,,,95000,30000,,,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Woman,TRUE
503,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,74000,74000,CAD,"$57,720","$57,720",FALSE,,CAD,76.08,,76.08,"$75,868","$75,868",FALSE,,,,74000,60000,,,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
504,Master's Degree,More than 10 years,UX Research Manager,Unemployed,80000,80000,USD,"$80,000","$80,000",FALSE,,USD,79.65,,79.64775,"$100,442","$100,442",FALSE,,80000,,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,2 to 4,Puerto rico,,,,18.4655,-66.1057,"18.4655,-66.1057",,"San Juan-Bayamón-Caguas, PR",Puerto Rico,TRUE,,,,,,,,Man,FALSE
505,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,UX Researcher,Employed - Full time,660000,660000,NOK,"$79,200","$79,200",FALSE,,Nok,107.58,,107.58,"$73,620","$73,620",,,,,,,,,,660000,630000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,Norway,,,,59.9139,10.7522,"59.9139,10.7522",,Oslo,Norway,TRUE,,,,,,,,Woman,FALSE
507,Bachelor's Degree,Between 6 and 10 years,Design Researcher,Employed - Full time,90000,90000,NZD,"$64,800","$64,800",FALSE,,NZD,81.71,,81.706625,"$79,308","$79,308",FALSE,,,,,,,,,90000,90000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Energy,Utilities & Public Services,2 to 4,New Zealand,,,TRUE,-41.217488,174.885195,"-41.217488,174.885195",,Korokoro,New Zealand,TRUE,,,,,,,,Woman,TRUE
514,Bachelor's Degree,Between 6 and 10 years,Designer,Employed - Full time,554400,554400,ZAR,"$37,699","$37,699",FALSE,,ZAR,42.68,,42.679,"$88,332","$88,332",FALSE,,,,,,,,,554400,554400,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,1,South Africa,,,,-33.913049,18.909946,"-33.913049,18.909946",,Banghoek,South Africa,TRUE,,,,,,,,Woman,TRUE
515,Postgraduate,Between 3 and 6 years,UX Researcher,Employed - Full time,76000,76000,CAD,"$59,280","$59,280",FALSE,,CAD,76.08,,76.08,"$77,918","$77,918",FALSE,,,,76000,73000,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,Canada,,,TRUE,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
516,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Full time,45000,45000,GBP,"$61,200","$61,200",FALSE,,GBP,74.70,,74.699625,"$81,928","$81,928",FALSE,,,,,,,,,45000,45000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Technology,Telecommunications,10 to 14,United Kingdom,,,,51.79888,-0.199694,"51.79888,-0.199694",,Welwyn Garden City,United Kingdom,TRUE,,,,,,,,Man,TRUE
517,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,42000,42000,EUR,"$51,660","$51,660",FALSE,,EUR,75.46,,75.46175,"$68,459","$68,459",,,,,,,42000,38000,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Cryptocurrency,Telecommunications,1,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Nonbinary,TRUE
518,High School Diploma or GED,Between 1 and 3 years,Junior/Associate UX Researcher,Employed - Full time,24000,24000,EUR,"$29,520","$29,520",FALSE,,EUR,75.46,,75.46175,"$39,119","$39,119",FALSE,,,,,,24000,24000,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Consumer Electronics,Retail,2 to 4,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Man,FALSE
519,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,34600,34600,ZAR,"$2,353","$2,353",FALSE,,ZAR,42.68,,42.679,"$5,513","$5,513",TRUE,,,,,,,,,34600,30000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Recruitment,Administrative & Support Services,2 to 4,South Africa,,,,-33.964205,18.588976,"-33.964205,18.588976",,Elsiesrivier,South Africa,TRUE,,,,,,,,Woman,TRUE
521,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,70000,70000,GBP,"$95,200","$95,200",FALSE,,GPB,74.70,,74.699625,"$127,444","$127,444",TRUE,75000,,,,,,,,70000,75000,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Supply Chain Management ,Software,1,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,FALSE
523,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,46080,47232,EUR,"$56,678","$58,095",FALSE,,EUR,75.46,,75.46175,"$75,109","$76,986",FALSE,,,,,,46080,46080,,,,TRUE,1152,Large Enterprise (201+),Large Enterprise (201+),Affiliate ,Telecommunications,2 to 4,Germany,,,,48.132664,11.581576,"48.132664,11.581576",,Ludwigsvorstadt-Isarvorstadt,Germany,TRUE,,,,,,,,Man,FALSE
529,Master's Degree,Between 1 and 3 years,Product Manager & Researcher,Employed - Full time,110000,110000,CAD,"$85,800","$85,800",FALSE,,CAD,75.28,,75.27975,"$113,975","$113,975",TRUE,0,,,110000,85000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,,canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Woman,FALSE
547,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,UX Research Manager,Employed - Full time,98100,108100,CAD,"$76,518","$84,318",FALSE,,CAD,66.99,,66.99,"$114,223","$125,867",FALSE,,,,98100,87600,,,,,,TRUE,10000,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,Canada,,,,42.971949,-81.243338,"42.971949,-81.243338",,London,Canada,TRUE,,,,,,,,Man,FALSE
562,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,102000,102000,CAD,"$79,560","$79,560",FALSE,,CAD,76.08,,76.08,"$104,574","$104,574",FALSE,,,,102000,102000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
567,Bachelor's Degree,Between 6 and 10 years,UX Research Lead,Employed - Full time,116000,116000,NZD,"$83,520","$83,520",FALSE,,NZD,81.71,,81.706625,"$102,219","$102,219",FALSE,,,,,,,,,116000,105000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,New Zealand,,,,-41.217488,174.885195,"-41.217488,174.885195",,Korokoro,New Zealand,TRUE,,,,,,,,Woman,FALSE
568,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,50000,55000,EUR,"$61,500","$67,650",FALSE,,EUR,62.87,,62.869625,"$97,821","$107,604",FALSE,,,,,,50000,40000,,,,TRUE,5000,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,15+,Spain,,,,41.409447,2.156627,"41.409447,2.156627",,Gràcia,Spain,TRUE,,,,,,,,Man,TRUE
577,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,36000,36000,EUR,"$44,280","$44,280",FALSE,,EUR,86.84,,86.83675,"$50,992","$50,992",,,,,,,36000,38000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,france,,,,43.305818,5.403366,"43.305818,5.403366",,Marseille 04,France,TRUE,,,,,,,,Woman,TRUE
578,Master's Degree,Between 3 and 6 years,Principal Researcher,Employed - Full time,77500,77500,GBP,"$105,400","$105,400",FALSE,,GBP,74.70,,74.699625,"$141,098","$141,098",FALSE,,,,,,,,,77500,85000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),B2B saas ,Telecommunications,5 to 9,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
579,Bachelor's Degree,Between 6 and 10 years,Senior Design Researcher,Employed - Full time,132000,132000,CAD,"$102,960","$102,960",FALSE,,CAD,76.08,,76.08,"$135,331","$135,331",TRUE,,,,132000,94000,,,,,,FALSE,,Agency,Agency,Software,Software,2 to 4,canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
590,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,2200000,2200000,INR,"$30,800","$30,800",FALSE,,INR,27.44,,27.4365,"$112,259","$112,259",FALSE,,,,,,,,,2200000,2100000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),E-commerce,Retail,1,India,,,,12.974859,77.572438,"12.974859,77.572438",,Balepette,India,TRUE,,,,,,,,Woman,TRUE
592,"Doctorate (e.g., PhD, EdD)",Between 6 and 10 years,Senior UX Researcher,Employed - Full time,68000,69500,EUR,"$83,640","$85,485",FALSE,,EUR,84.89,,84.891625,"$98,526","$100,699",FALSE,,,,,,68000,66000,,,,TRUE,1500,Large Enterprise (201+),Large Enterprise (201+),Medical Devices,Healthcare & Wellness and Wellness,15+,Netherlands,,,,51.454847,5.470847,"51.454847,5.470847",,Gemeente Eindhoven,Netherlands,TRUE,,,,,,,,Woman,TRUE
593,"Doctorate (e.g., PhD, EdD)",More than 10 years,Senior UX Researcher,Self-Employed / Freelancer,95000,95000,EUR,"$116,850","$116,850",TRUE,110,EUR,84.89,,84.891625,"$137,646","$137,646",FALSE,,,,,,95000,104000,,,,FALSE,,Independent Consultant/Freelancer,Independent / Freelancer,Consulting,Professional & Business Services,1,Netherlands,,,,51.454847,5.470847,"51.454847,5.470847",,Gemeente Eindhoven,Netherlands,TRUE,,,,,,,,Woman,TRUE
594,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,188000,188000,RON,"$47,000","$47,000",FALSE,,RON,43.7,,43.7,"$107,551","$107,551",,,,,,,,,,188000,120000,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Digital Health,Healthcare & Wellness,5 to 9,Romania,,,,44.43333,26.1,"44.43333,26.1",,Bucharest,Romania,TRUE,,,,,,,,Nonbinary,TRUE
595,"Doctorate (e.g., PhD, EdD)",Less than 1 year,Junior/Associate UX Researcher,Employed - Intern / Co-Op,27000,27000,GBP,"$36,720","$36,720",FALSE,,UK POUNDS,74.70,,74.699625,"$49,157","$49,157",FALSE,,,,,,,,,27000,30000,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Gaming,Leisure & Hospitality,2 to 4,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,FALSE
597,Bachelor's Degree,Less than 1 year,UX Researcher,Employed - Full time,32000,32000,EUR,"$39,360","$39,360",FALSE,,EUR,75.46,,75.46175,"$52,159","$52,159",FALSE,,,,,,32000,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),,Unknown,1,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Woman,TRUE
598,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,7000000,7740000,JPY,"$67,900","$75,078",FALSE,,JPY,98.08,,98.07525,"$69,233","$76,551",FALSE,,,,,,,,,7000000,6000000,TRUE,740000,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Media,Media,1,Japan,,,,35.6762,139.6503,"35.6762,139.6503",,Hanegi,Japan,TRUE,,,,,,,,Man,TRUE
599,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,32000,32000,EUR,"$39,360","$39,360",FALSE,,EUR,62.87,,62.869625,"$62,606","$62,606",FALSE,,,,,,32000,28000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Spain,,,,41.409447,2.156627,"41.409447,2.156627",,Gràcia,Spain,TRUE,,,,,,,,Woman,TRUE
600,Bachelor's Degree,Between 6 and 10 years,Research Ops Manager/Lead,Employed - Full time,200000,432000,USD,"$200,000","$432,000",FALSE,,USD,134.42,,134.42,"$148,787","$321,381",TRUE,40000,200000,90000,,,,,,,,TRUE,232000,Large Enterprise (201+),Large Enterprise (201+),Computer Hardware,Manufacturing,15+,Switzerland,,,,46.524904,6.637244,"46.524904,6.637244",,Lausanne,Switzerland,TRUE,,,,,,,,Man,FALSE
601,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Part time,28800,28800,EUR,"$35,424","$35,424",FALSE,,EUR,75.46,,75.46175,"$46,943","$46,943",FALSE,,,,,,28800,28800,,,,FALSE,,Non-profit organization,Non-Profit,Software,Software,1,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Man,FALSE
602,Bachelor's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,840000,840000,ZAR,"$57,120","$57,120",FALSE,,ZAR,42.68,,42.679,"$133,836","$133,836",FALSE,,,,,,,,,840000,780000,TRUE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,2 to 4,South Africa,,,,-33.964205,18.588976,"-33.964205,18.588976",,Elsiesrivier,South Africa,TRUE,,,,,,,,Woman,TRUE
605,Bachelor's Degree,More than 10 years,Senior UX Researcher,Employed - Full time,49171,49271,GBP,"$66,873","$67,009",FALSE,,GBP,66.33,,66.33,"$100,818","$101,023",FALSE,,,,,,,,,49171,47971,TRUE,100,Government,Government,Digital Health,Healthcare & Wellness,15+,England,,,,53.806874,-1.547945,"53.806874,-1.547945",,Leeds,United Kingdom,TRUE,,,,,,,,Woman,FALSE
606,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Full time,76870,76870,GBP,"$104,543","$104,543",FALSE,,GBP,74.70,,74.699625,"$139,951","$139,951",TRUE,92000,,,,,,,,76870,75000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",10 to 14,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Man,TRUE
610,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,100000,100000,CAD,"$78,000","$78,000",FALSE,,CAD,75.28,,75.27975,"$103,614","$103,614",FALSE,,,,100000,85000,,,,,,FALSE,,Agency,Agency,Software,Software,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Woman,TRUE
612,Master's Degree,Between 6 and 10 years,Product Manager,Employed - Full time,45000,48000,EUR,"$55,350","$59,040",FALSE,,EUR,66.57,,66.57,"$83,146","$88,689",FALSE,,,,,,45000,38000,,,,TRUE,3000,Early Stage Startup (<50 people),Small Business (<50),Consulting,Professional & Business Services,2 to 4,Spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Woman,TRUE
613,Bachelor's Degree,Between 3 and 6 years,Junior/Associate UX Researcher,Employed - Full time,49000,49000,CAD,"$38,220","$38,220",FALSE,,CAD,76.08,,76.08,"$50,237","$50,237",FALSE,,,,49000,48000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,10 to 14,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Nonbinary,TRUE
618,Master's Degree,Between 3 and 6 years,Research Ops Manager/Lead,Employed - Full time,74000,74000,CAD,"$57,720","$57,720",FALSE,,CAD,69.28,,69.28,"$83,314","$83,314",,,,,74000,70000,,,,,,FALSE,,Academia,Education,Education,Education,5 to 9,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Man,FALSE
620,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,70000,70000,CAD,"$54,600","$54,600",FALSE,,CAD,69.28,,69.28,"$78,811","$78,811",FALSE,,,,70000,50000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Job listing website,Administrative & Support Services,1,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Woman,FALSE
625,Master's Degree,Less than 1 year,Junior/Associate UX Researcher,Employed - Full time,42000,42000,EUR,"$51,660","$51,660",FALSE,,EUR,75.46,,75.46175,"$68,459","$68,459",,,,,,,42000,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),,Unknown,2 to 4,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Woman,
631,Master's Degree,Between 6 and 10 years,UX Research Lead,Employed - Full time,125000,143750,CAD,"$97,500","$112,125",FALSE,,CAD,73.79,,73.79,"$132,132","$151,951",FALSE,,,,125000,93000,,,,,,TRUE,18750,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,Canada,,,,51.015705,-114.059957,"51.015705,-114.059957",,Calgary,Canada,TRUE,,,,,,,,Woman,TRUE
632,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,67200,67200,GBP,"$91,392","$91,392",FALSE,,GBP,74.70,,74.699625,"$122,346","$122,346",FALSE,,,,,,,,,67200,63795,FALSE,,Agency,Agency,Consulting,Professional & Business Services,1,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
639,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,67000,67000,GBP,"$91,120","$91,120",FALSE,,Gbp,74.70,,74.699625,"$121,982","$121,982",FALSE,,,,,,,,,67000,67000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Insurance,Finance & Insurance,5 to 9,England,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
641,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,70500,70500,CAD,"$54,990","$54,990",FALSE,,CAD,76.08,,76.08,"$72,279","$72,279",FALSE,,,,70500,56000,,,,,,FALSE,,Government,Government,Public Services,Utilities & Public Services,2 to 4,Canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
642,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,68000,71400,EUR,"$83,640","$87,822",FALSE,,EUR,75.46,,75.46175,"$110,838","$116,379",FALSE,,,,,,68000,65000,,,,TRUE,3400,Large Enterprise (201+),Large Enterprise (201+),Real Estate,Real Estate,15+,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,TRUE,,,,,,,,Woman,TRUE
649,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,UX Research Lead,Employed - Full time,80000,80000,EUR,"$98,400","$98,400",FALSE,,EUR,84.89,,84.891625,"$115,912","$115,912",FALSE,,,,,,80000,138000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Food delivery / logistics,Administrative & Support Services,10 to 14,Netherlands,,,,52.362348,4.878173,"52.362348,4.878173",,Tenzing Domain,Netherlands,TRUE,,,,,,,,Man,FALSE
650,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,43000,43000,GBP,"$58,480","$58,480",FALSE,,Gbp,74.70,,74.699625,"$78,287","$78,287",FALSE,,,,,,,,,43000,30000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Travel,Leisure & Hospitality,15+,Uk,,,,53.489191,-2.282556,"53.489191,-2.282556",,Salford,United Kingdom,TRUE,,,,,,,,Woman,FALSE
651,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,56000,56000,CAD,"$43,680","$43,680",FALSE,,CAD,76.08,,76.08,"$57,413","$57,413",FALSE,,,,56000,55000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Entertainment,"Arts, Entertainment, and Recreation",2 to 4,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
