ID,Education,Experience,Position,Employment Status,Base Salary,Salary + Equity + Bonus,Currency Code,Base in USD,TTP in USD,Hourly Wage,What is your current hourly rate? ,What is the currency of your compensation? (Please use 3 letter format) ,Int't - COLI,US - COLI,Merged COLI,"Adjusted
Base USD",Adjusted TTP USD,Equity,Equity Value,USD salary - current,USD salart - last year,"What is your current annual salary in CAD before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in CAD before taxes this time last year? (Not including bonuses, stock options, or other benefits)","What is your current annual salary in EUR before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in EUR before taxes this time last year? (Not including bonuses, stock options, or other benefits)",What is your local currency?,"What is your current annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes this time last year? (Not including bonuses, stock options, or other benefits)",Will you be receiving a bonus this year?,"If all things went well and you were to receive your full bonus for this year, approximately what would the value be in {{field:7d458495-8fa9-484b-b039-e029a209442d}}? (If you aren't sure feel free to skip)",Company Type,Company Type,Industry,Industry,Team Size,Residence - Country,City of Residence,State of Residence,Residence - Undefined,Residence - Lat,Residence - Long,latlng,Residence - Undef.,Residence - Metro,Residence - Country,Office - Same City,Office - Country,Office - Undefined,Office - Lat,Office - Long,Office - LatLng,Office - Metro,Office - Country Clean,Gender,Under-represented
711,College Diploma / Certificate,Between 6 and 10 years,UX Research Manager,Employed - Full time,155000,175000,USD,"$155,000","$175,000",FALSE,,USD,,107.5,107.5,"$144,186","$162,791",TRUE,98000,155000,135000,,,,,,,,TRUE,20000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,Minneapolis,MI,,44.9778,-93.265,"44.9778,-93.265",,"Minneapolis-St. Paul-Bloomington, MN-WI",United States,TRUE,,,,,,,,Woman,TRUE
713,Bachelor's Degree,Between 3 and 6 years,VP of UX Research,Employed - Full time,137700,137700,USD,"$137,700","$137,700",FALSE,,USD,,105.3,105.3,"$130,769","$130,769",FALSE,,137700,115000,,,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,10 to 14,USA,Philadelphia,PA,,40.001811,-75.11787,"40.001811,-75.11787",,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",United States,TRUE,,,,,,,,Woman,TRUE
714,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,Design Researcher,Employed - Full time,80000,81500,USD,"$80,000","$81,500",FALSE,,USD,,102.3,102.3,"$78,201","$79,668",,,80000,80000,,,,,,,,TRUE,1500,Large Enterprise (201+),Large Enterprise (201+),Insurance,Finance & Insurance,1,USA,Nashville,TN,,36.165688,-86.778098,"36.165688,-86.778098",,"Nashville-Davidson--Murfreesboro--Franklin, TN",United States,TRUE,,,,,,,,Woman,FALSE
715,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,92000,92000,USD,"$92,000","$92,000",FALSE,,USD,,96.9,96.9,"$94,943","$94,943",FALSE,,92000,88000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Public Services,Utilities & Public Services,1,USA,Houston,TX,,29.813142,-95.309789,"29.813142,-95.309789",,"Houston-The Woodlands-Sugar Land, TX",United States,TRUE,,,,,,,,Woman,TRUE
716,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Contractor,103000,106000,USD,"$103,000","$106,000",FALSE,,USD,,129.3,129.3,"$79,660","$81,980",FALSE,,103000,103000,,,,,,,,TRUE,3000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,TRUE
717,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,Design Researcher,Employed - Full time,143400,159400,USD,"$143,400","$159,400",FALSE,,USD,,129.3,129.3,"$110,905","$123,279",TRUE,60000,143400,110000,,,,,,,,TRUE,16000,Large Enterprise (201+),Large Enterprise (201+),TECHNOLOGY,Telecommunications,10 to 14,USA,Redmond,WA,,47.678756,-122.121034,"47.678756,-122.121034",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,TRUE
718,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,Senior UX Researcher,Employed - Full time,148000,158000,USD,"$148,000","$158,000",FALSE,,USD,,129.3,129.3,"$114,462","$122,196",TRUE,5,148000,136000,,,,,,,,TRUE,10000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Man,FALSE
721,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,Senior UX Researcher,Employed - Full time,167000,167000,USD,"$167,000","$167,000",FALSE,,USD,,129.3,129.3,"$129,157","$129,157",TRUE,450000,167000,157000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),,Unknown,15+,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Man,TRUE
722,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,150000,172500,USD,"$150,000","$172,500",FALSE,,USD,,131,131,"$114,504","$131,679",TRUE,150000,150000,143000,,,,,,,,TRUE,22500,Large Enterprise (201+),Large Enterprise (201+),Cloud,Telecommunications,15+,USA,New York City,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Woman,TRUE
723,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,132400,145400,USD,"$132,400","$145,400",FALSE,,USD,,131,131,"$101,069","$110,992",TRUE,46000,132400,107000,,,,,,,,TRUE,13000,Large Enterprise (201+),Large Enterprise (201+),,Unknown,15+,USA,Brooklyn,NY,,40.645099,-73.945032,"40.645099,-73.945032",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Man,TRUE
725,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,100000,120000,USD,"$100,000","$120,000",TRUE,49,USD,,137.9,137.9,"$72,516","$87,020",,,100000,,,,,,,,,TRUE,20000,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,5 to 9,USA,san diego,CA,,32.724103,-117.170912,"32.724103,-117.170912",,"San Diego-Chula Vista-Carlsbad, CA",United States,TRUE,,,,,,,,Woman,TRUE
729,Bachelor's Degree,Between 6 and 10 years,UX Research Lead,Employed - Full time,100000,100000,USD,"$100,000","$100,000",FALSE,,USD,,102,102,"$98,039","$98,039",FALSE,,100000,95000,,,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,5 to 9,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Man,FALSE
730,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Contractor,104000,104000,USD,"$104,000","$104,000",TRUE,50,USD,,135.3,135.3,"$76,866","$76,866",,,104000,,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Biotech,Biotechnology,5 to 9,USA,Boston,MA,,42.370567,-71.026964,"42.370567,-71.026964",,"Boston-Cambridge-Newton, MA-NH",United States,TRUE,,,,,,,,Woman,FALSE
731,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,110000,128000,USD,"$110,000","$128,000",FALSE,,USD,,,,"$110,000","$128,000",TRUE,100000,110000,115000,,,,,,,,TRUE,18000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,Mountain View,CA,,37.189396,-121.705327,"37.189396,-121.705327",,"San Jose-Sunnyvale-Santa Clara, CA",United States,TRUE,,,,,,,,Man,FALSE
732,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,115000,241500,USD,"$115,000","$241,500",FALSE,,USD,,131,131,"$87,786","$184,351",FALSE,,115000,115000,,,,,,,,TRUE,126500,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Adtech,Advertising,1,USA,New York,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Woman,TRUE
734,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,69000,69000,USD,"$69,000","$69,000",FALSE,,USD,,102,102,"$67,647","$67,647",FALSE,,69000,60000,,,,,,,,FALSE,,Agency,Agency,Finance,Finance & Insurance,10 to 14,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Woman,FALSE
735,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,101500,106000,USD,"$101,500","$106,000",FALSE,,USD,,,,"$101,500","$106,000",FALSE,,101500,100000,,,,,,,,TRUE,4500,Agency,Agency,Design agency. Working with many different types of clients on digital tools,Professional & Business Services,1,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,TRUE,,,,,,,,Man,TRUE
737,Master's Degree,Between 3 and 6 years,Senior UX Designer ,Employed - Contractor,82000,82000,USD,"$82,000","$82,000",FALSE,,USD,,102,102,"$80,392","$80,392",FALSE,,82000,72000,,,,,,,,FALSE,,Independent Consultant/Freelancer,Independent / Freelancer,Consulting,Professional & Business Services,5 to 9,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Man,FALSE
739,Master's Degree,Between 1 and 3 years,UX Designer and Researcher ,Employed - Full time,73500,73500,USD,"$73,500","$73,500",FALSE,,USD,,135.3,135.3,"$54,324","$54,324",FALSE,,73500,48000,,,,,,,,FALSE,,Non-profit organization,Non-Profit,Education,Education,2 to 4,USA,Boston,MA,,42.370567,-71.026964,"42.370567,-71.026964",,"Boston-Cambridge-Newton, MA-NH",United States,TRUE,,,,,,,,Woman,TRUE
740,Master's Degree,Between 3 and 6 years,Research Ops Manager/Lead,Employed - Full time,157,187,USD,$157,$187,FALSE,,USD,,,,$157,$187,TRUE,60,157,149,,,,,,,,TRUE,30,Large Enterprise (201+),Large Enterprise (201+),Hospitality ,Leisure & Hospitality,15+,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,TRUE,,,,,,,,Woman,FALSE
741,Bachelor's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,110000,115000,USD,"$110,000","$115,000",FALSE,,USD,,102,102,"$107,843","$112,745",FALSE,,110000,105000,,,,,,,,TRUE,5000,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Woman,TRUE
742,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Full time,125000,125000,USD,"$125,000","$125,000",FALSE,,USD,,123.8,123.8,"$100,969","$100,969",TRUE,100000,125000,125000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,Washington,DC,,38.911936,-77.016719,"38.911936,-77.016719",,"Washington-Arlington-Alexandria, DC-VA-MD-WV",United States,TRUE,,,,,,,,Man,FALSE
746,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Contractor,112000,112000,USD,"$112,000","$112,000",TRUE,59,USD,,131,131,"$85,496","$85,496",FALSE,,112000,106500,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,USA,New York City,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Woman,TRUE
747,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,139000,152900,USD,"$139,000","$152,900",FALSE,,USD,,129.3,129.3,"$107,502","$118,252",TRUE,80000,139000,150000,,,,,,,,TRUE,13900,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",15+,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,TRUE
748,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,144000,159000,USD,"$144,000","$159,000",FALSE,,USD,,129.3,129.3,"$111,369","$122,970",TRUE,212000,144000,118000,,,,,,,,TRUE,15000,Large Enterprise (201+),Large Enterprise (201+),Social Innovation,Administrative & Support Services,15+,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,FALSE
754,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,135000,135000,USD,"$135,000","$135,000",FALSE,,USD,,,,"$135,000","$135,000",TRUE,36000,135000,70000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Digital Health,Healthcare & Wellness,1,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,TRUE,,,,,,,,Man,FALSE
755,Master's Degree,Between 6 and 10 years,Head of Consumer Insights,Employed - Full time,180000,240000,USD,"$180,000","$240,000",FALSE,,USD,,,,"$180,000","$240,000",TRUE,,180000,140000,,,,,,,,TRUE,60000,incubator,Small Business (<50),VC,Finance & Insurance,1,USA,,,,37.0902,-95.7129,"37.0902,-95.7129",TRUE,"Coffeyville, KS",United States,TRUE,,,,,,,,Woman,FALSE
756,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,68000,74800,USD,"$68,000","$74,800",FALSE,,USD,,95.5,95.5,"$71,204","$78,325",FALSE,,68000,56646,,,,,,,,TRUE,6800,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,USA,Columbus,OH,,40.100924,-83.013402,"40.100924,-83.013402",,"Columbus, OH",United States,TRUE,,,,,,,,Woman,TRUE
758,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,200000,220000,USD,"$200,000","$220,000",FALSE,,USD,,,,"$200,000","$220,000",TRUE,30000,200000,196000,,,,,,,,TRUE,20000,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,USA,San Jose,CA,,37.189396,-121.705327,"37.189396,-121.705327",,"San Jose-Sunnyvale-Santa Clara, CA",United States,TRUE,,,,,,,,Woman,FALSE
759,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,170000,170000,USD,"$170,000","$170,000",FALSE,,USD,,,,"$170,000","$170,000",TRUE,,170000,,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,TRUE,,,,,,,,Woman,FALSE
760,Bachelor's Degree,Between 6 and 10 years,UX Research Lead,Employed - Contractor,140000,140000,USD,"$140,000","$140,000",TRUE,68,USD,,115,115,"$121,739","$121,739",FALSE,,140000,125000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Internet Services Provider,Telecommunications,10 to 14,USA,Denver,CO,,39.760189,-104.996553,"39.760189,-104.996553",,"Denver-Aurora-Lakewood, CO",United States,TRUE,,,,,,,,Woman,FALSE
763,Master's Degree,More than 10 years,Director of UX Research,Employed - Full time,182000,207000,USD,"$182,000","$207,000",FALSE,,USD,,129.3,129.3,"$140,758","$160,093",TRUE,50000,182000,182000,,,,,,,,TRUE,25000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,10 to 14,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,FALSE
765,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,120000,130000,USD,"$120,000","$130,000",FALSE,,USD,,102,102,"$117,647","$127,451",FALSE,,120000,120000,,,,,,,,TRUE,10000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Man,FALSE
766,Bachelor's Degree,Between 1 and 3 years,Junior/Associate UX Researcher,Employed - Full time,70000,70000,USD,"$70,000","$70,000",FALSE,,USD,,129.3,129.3,"$54,138","$54,138",FALSE,,70000,,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Consulting,Professional & Business Services,15+,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Man,TRUE
767,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,150000,150000,USD,"$150,000","$150,000",FALSE,,USD,,129.3,129.3,"$116,009","$116,009",TRUE,170000,150000,100000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,TRUE,,,,,,,,Woman,FALSE
771,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,96420,96420,USD,"$96,420","$96,420",TRUE,46,USD,,131,131,"$73,603","$73,603",,,96420,72000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,New york,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Woman,TRUE
772,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,135000,135000,USD,"$135,000","$135,000",TRUE,48,USD,,131,131,"$103,053","$103,053",FALSE,,135000,95000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Consulting,Professional & Business Services,1,USA,New York City,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Man,TRUE
773,Master's Degree,Between 3 and 6 years,Junior/Associate UX Researcher,Employed - Full time,95000,95000,USD,"$95,000","$95,000",TRUE,46,USD,,,,"$95,000","$95,000",FALSE,,95000,94000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,10 to 14,USA,Irvine,TX,,33.6846,-117.8265,"33.6846,-117.8265",,"Los Angeles-Long Beach-Anaheim, CA",United States,TRUE,,,,,,,,Woman,TRUE
774,Bachelor's Degree,Between 3 and 6 years,Designer,Employed - Full time,94000,94000,USD,"$94,000","$94,000",FALSE,,USD,,,,"$94,000","$94,000",FALSE,,94000,83000,,,,,,,,FALSE,,Agency,Agency,Software,Software,1,USA,,,,37.0902,-95.7129,"37.0902,-95.7129",TRUE,"Coffeyville, KS",United States,TRUE,,,,,,,,Woman,TRUE
775,Master's Degree,Between 6 and 10 years,Staff User Researcher,Employed - Full time,135000,135000,USD,"$135,000","$135,000",FALSE,,USD,,107.7,107.7,"$125,348","$125,348",TRUE,,135000,145000,,,,,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Energy,Utilities & Public Services,1,USA,Austin,TX,,30.326374,-97.771258,"30.326374,-97.771258",,"Austin-Round Rock-Georgetown, TX",United States,TRUE,,,,,,,,Woman,TRUE
776,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,65000,65000,USD,"$65,000","$65,000",FALSE,,USD,,102,102,"$63,725","$63,725",FALSE,,65000,90100,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Consulting,Professional & Business Services,2 to 4,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,TRUE,,,,,,,,Woman,TRUE
777,Master's Degree,Less than 1 year,Junior/Associate UX Researcher,Employed - Full time,110000,110000,USD,"$110,000","$110,000",FALSE,,USD,,,,"$110,000","$110,000",FALSE,,110000,105000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,TRUE,,,,,,,,Woman,TRUE
778,Master's Degree,More than 10 years,Director of User Experience,Employed - Full time,145000,180000,USD,"$145,000","$180,000",FALSE,,USD,,,,"$145,000","$180,000",FALSE,,145000,145000,,,,,,,,TRUE,35000,Large Enterprise (201+),Large Enterprise (201+),Entertainment,"Arts, Entertainment, and Recreation",2 to 4,USA,Los Angeles,CA,,33.973951,-118.248405,"33.973951,-118.248405",,"Los Angeles-Long Beach-Anaheim, CA",United States,TRUE,,,,,,,,Man,FALSE
779,Master's Degree,Between 6 and 10 years,UX Research Manager,Employed - Full time,180000,180000,USD,"$180,000","$180,000",FALSE,,USD,,118.7,118.7,"$151,643","$151,643",TRUE,60000,180000,164000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,Portland,OR,,45.507856,-122.690794,"45.507856,-122.690794",,"Portland-Vancouver-Hillsboro, OR-WA",United States,TRUE,,,,,,,,Man,FALSE
780,"Doctorate (e.g., PhD, EdD)",Less than 1 year,UX Researcher,Employed - Full time,140000,154000,USD,"$140,000","$154,000",FALSE,,USD,,131,131,"$106,870","$117,557",TRUE,80000,140000,90000,,,,,,,,TRUE,14000,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",15+,USA,New York City,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Man,FALSE
782,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Full time,73500,76300,USD,"$73,500","$76,300",FALSE,,USD,,96.9,96.9,"$75,851","$78,741",FALSE,,73500,70000,,,,,,,,TRUE,2800,Agency,Agency,Software,Software,5 to 9,USA,Houston,TX,,29.813142,-95.309789,"29.813142,-95.309789",,"Houston-The Woodlands-Sugar Land, TX",United States,TRUE,,,,,,,,Woman,TRUE
783,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,UX Research Manager,Employed - Full time,182000,197000,USD,"$182,000","$197,000",FALSE,,USD,,131,131,"$138,931","$150,382",FALSE,,182000,175000,,,,,,,,TRUE,15000,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,USA,New York,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,TRUE,,,,,,,,Man,TRUE
784,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,122000,134000,USD,"$122,000","$134,000",FALSE,,USD,,,,"$122,000","$134,000",TRUE,8000,122000,120000,,,,,,,,TRUE,12000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,San Jose,CA,,37.189396,-121.705327,"37.189396,-121.705327",,"San Jose-Sunnyvale-Santa Clara, CA",United States,TRUE,,,,,,,,Woman,TRUE
785,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,97000,109000,USD,"$97,000","$109,000",FALSE,,USD,,135.3,135.3,"$71,693","$80,562",,,97000,88000,,,,,,,,TRUE,12000,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,USA,Boston,MA,,42.370567,-71.026964,"42.370567,-71.026964",,"Boston-Cambridge-Newton, MA-NH",United States,TRUE,,,,,,,,Woman,TRUE
790,Bachelor's Degree,More than 10 years,UX Research Manager,Employed - Full time,131000,131000,USD,"$131,000","$131,000",FALSE,,USD,,109.7,109.7,"$119,417","$119,417",TRUE,130000,131000,127500,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Consulting,Professional & Business Services,15+,USA,Baltimore,MARYLAND,,39.296536,-76.623489,"39.296536,-76.623489",,"Baltimore-Columbia-Towson, MD",United States,TRUE,,,,,,,,Woman,TRUE
